Karol,Pracuś,49
Anna,Tokarz,61
Piotr,Grzyb,57
Tomasz,Czekan,69
Wojciech,Michalak,32
Jan,Tomasiak,36
Antoni,Robot,61
Paweł,Barszcz,61
Gabriela,Wół,46
Maria,Góral,11
Ignacy,Piekarz,56
Maja,Pracuś,51
Karol,Tokarz,26
Anna,Grzyb,61
Piotr,Czekan,24
Tomasz,Michalak,37
Wojciech,Tomasiak,60
Jan,Robot,66
Antoni,Barszcz,69
Paweł,Wół,47
Gabriela,Góral,55
Maria,Piekarz,30
Ignacy,Pracuś,53
Maja,Tokarz,60
Karol,Grzyb,61
Anna,Czekan,25
Piotr,Michalak,27
Tomasz,Tomasiak,66
Wojciech,Robot,50
Jan,Barszcz,64
Antoni,Wół,38
Paweł,Góral,54
Gabriela,Piekarz,61
Maria,Pracuś,50
Ignacy,Tokarz,14
Maja,Grzyb,26
Karol,Czekan,62
Anna,Michalak,19
Piotr,Tomasiak,65
Tomasz,Robot,35
Wojciech,Barszcz,14
Jan,Wół,34
Antoni,Góral,51
Paweł,Piekarz,18
Gabriela,Pracuś,69
Maria,Tokarz,53
Ignacy,Grzyb,48
Maja,Czekan,35
Karol,Michalak,29
Anna,Tomasiak,33
Piotr,Robot,31
Tomasz,Barszcz,44
Wojciech,Wół,58
Jan,Góral,39
Antoni,Piekarz,15
Paweł,Pracuś,63
Gabriela,Tokarz,23
Maria,Grzyb,40
Ignacy,Czekan,29
Maja,Michalak,25
